link;description;street;rooms;m2;floor;house_type;price
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/fxfpk.html;Сдаём малогабаритную квартиру на улице Прушу 17А, 4-ый этаж 4-х ;Ķengarags::Prūšu 17 А;1;18;4/4;M. ģim.;180  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/sarkandaugava/oclbo.html;Renovēta māja. Izolētas istabas, balkons, autonoma gāzes apkure.;Sarkandaugava::Patversmes 30;4;110;4/4;Renov.;145,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/grizinkalns/bpmxnk.html;Īpašniece pārdod gaišu un siltu divistabu dzīvokli ar pilnībā ve;Grīziņkalns::Tallinas 92A;2;57;2/7;P. kara;94,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/sarkandaugava/aenhk.html;Pārdod 2 istabu dzīvokli ar labu skatu no logiem. Zeme īpašumā. ;Sarkandaugava::Viestura pr. 39;2;47;8/9;Specpr.;47,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/mezhapark/hklpx.html;Plašs, gaišs un ērts trīsistabu dzīvoklis ar divām terasēm proje;Mežaparks::Jaunā Mežaparka 32;3;120;1/3;Jaun.;259,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/ahxhf.html;"Lat Rus
Сдаётся двухкомнатная квартира на первом этаже, 39м2, о";Purvciems::Raunas 58;2;39;1/3;Hrušč.;275  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/elceh.html;Dzīvoklis labā stāvoklī, aprikota virtuve un priekštelpa, dalīts;Imanta::Kurzemes pr. 108а;2;48;2/5;LT proj.;270  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/shampeteris-pleskodale/hphgk.html;Квартира площадью 86 m2+Помещение 77 м2 и Парковочное место для ;Šampēteris-Pleskodāle::Jūrkalnes 87;4;163;1/4;Jaun.;250,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/cxemj.html;Īpašnieks pārdod siltu un gaišu dzīvokli, kurš atrodas klusā un ;Ķengarags::Maskavas 291/2;2;45;4/5;LT proj.;55,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/yugla/eibxj.html;Dzīvoklis ļoti normalā stāvoklī labā mājā ļoti labā vietā. Viss ;Jugla::s 3;2;47;4/5;Hrušč.;44,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/zolitude/bffjh.html;Īpašnieks pārdod 4 istabu dzīvokli, divi dzivokļi apvienoti kopa;Zolitūde::Anniņmuižas 6;4;92;1/16;104.;92,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/dgngm.html;Pārdod dzīvokli ar lielisku atrašanās vietu, saulaina, ar attīst;Imanta::Slokas 187;3;60;5/9;602.;61,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/chiekurkalns/emxbx.html;Jauns dzīvoklis renovētā, siltumefektīvā mājā. Mājai par Eiropas;Čiekurkalns::Gaujas 29;2;41;5/5;Renov.;62,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/dedne.html;Сдается на длительный срок (больше полугода) комната в после рем;centrs::Barona 82a;1;10;1/1;Renov.;150  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/ilguciems/cicpc.html;Ķieģeļu mūra māja- Brežņeva projekts. Pārdošanā saulains, kopts ;Iļģuciems::Dagmāras 9;2;46;3/5;Specpr.;42,900  €
https://ss.lv/msg/lv/real-estate/flats/riga/dzeguzhkalns/dipjx.html;Ķieģeļu mūra māja- Brežņeva projekts. Pārdošanā saulains, kopts ;Dzegužkalns::Dagmāras 9;2;46;3/5;Specpr.;42,900  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/afooj.html;Добрый день. Украинская семья, из 4 человек (2 детей-подростков);centrs::;3;70;-;-;vēlosīret 
https://ss.lv/msg/lv/real-estate/flats/riga/centre/bxenb.html;Gaišs, silts dzīvoklis vietā tuvu centram. Vidus sekcija, zeme ī;centrs::Ozolu 4;2;43;1/5;Hrušč.;53,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/afcoi.html;Īpašnieks pārdod siltu, gaišu dzīvokli tikko pēc kapitālā remont;Imanta::Kurzemes pr. 142;1;37;2/9;602.;50,990  €
https://ss.lv/msg/lv/real-estate/flats/riga/mangali/ahnxo.html;Продаётся уютная и тёплая квартира с мебелью и техникой. в шагов;Mangaļi::Ostas pr. 4;2;44;1/5;LT proj.;53,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/daugavgriva/afkkm.html;Pārdodu 2-istabu dzīvokli Esplanādēs 12, visas ērtības, 150 L ka;Daugavgrīva::Esplanādes 12;2;43;1/2;Staļina;29,900  €
https://ss.lv/msg/lv/real-estate/flats/riga/mezhciems/aimep.html;Mainu divistabu dzīvokli Rīgā, Mežciemā pret pabeigtu vai nepabe;Mežciems::Hipokrāta 17;2;50;7/9;602.;68,000  €maiņai
https://ss.lv/msg/lv/real-estate/flats/riga/yugla/ckpkn.html;Juglas centrā, gatavots remontam. bez balkona. zaļumu ieskautā m;Jugla::s 5;1;31;2/5;LT proj.;32,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/ebdlk.html;Pārdod plašu divu istabu dzīvokli Miera ielā, blakus diviem jaun;centrs::Miera 82;2;68;4/5;P. kara;100,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/nkigi.html;Īpašnieks pārdod 4 istabu dzīvokli Ķengaragā. Dzīvoklis bez parā;Ķengarags::Ikšķiles 2;4;77;9/9;467.;69,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/adokc.html;Izīrējam 1 istabas dzīvokli, dzīvoklis ir tīrs. Dzīvoklis ir atb;Pļavnieki::Keldiša 8;1;35;6/9;602.;220  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/mezhciems/chfjp.html;Собственник продаёт 2-ух комнатною квартиру с капитальным ремонт;Mežciems::Mežciema 11;2;51;1/5;LT proj.;70,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/maskavas-priekshpilseta/endib.html;Tiek izīrēts mājīgs , saulains 3 istabu dzīvoklis ērtajà 3. stāv;Maskavas priekšpilsēta::M. Kalna 14;3;70;3/5;Renov.;395  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/krasta-st-area/ahecl.html;Продам 3комнатную уютную, солнечную квартиру 71м3.Удачная планир;Krasta r-ns::Salacas 16;3;71;16/1;104.;78,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/ilguciems/edeji.html;"Plašs vienistabas dzīvoklis ar lodžiju Iļģuciema rajonā. 
Māja:";Iļģuciems::V. Buļļu 16;1;44;3/10;Specpr.;41,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/ilguciems/ciebf.html;Pārdod saulainu un plašu vienistabas dzīvokli Iļģuciema rajonā. ;Iļģuciems::V. Buļļu 14;1;45;7/9;Specpr.;51,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/vecmilgravis/dbhnh.html;Tiek izīrēts plašs, saulains divistabu dzīvklis paša Vecmilgravj;Vecmīlgrāvis::Vecmīlgrāvja 1. l. 54;2;50;5/5;LT proj.;260  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/sarkandaugava/fkkfk.html;"Продается квартира в кирпичном доме. 

Сделан ремонт. 

Уста";Sarkandaugava::Tvaika 54 k-1;1;32;5/5;Hrušč.;27,800  €
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/bibxm.html;Продаётся светлая, уютная 3-комнатная квартира солнечной стороны;Pļavnieki::Rembates 8;3;76;1/10;Jaun.;155,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/ajebh.html;"Владелец. 

 В шаговой доступности, торговые центры, мед. учер";centrs::Skolas 30;2;45;2/5;Priv. m.;440  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/mezhciems/cnodl.html;Квартира светлая, не углoвая. Хорошая инфраструктура. Рядом оста;Mežciems::Hipokrāta 37;1;32;3/9;602.;43,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/ilguciems/ahlck.html;Tiek pārdots gaišs, silts, nestūra dzīvoklis pēc kapitālā remont;Iļģuciems::Lidoņu 13;2;48;4/5;LT proj.;59,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/bdlmk.html;Pārdodas gaišs un silts dzīvoklis tikko pēc remonta Lubānas ielā;Pļavnieki::Lubānas 41;1;41;2/2;Staļina;38,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/yugla/acicl.html;Izīrē vienistabas dzīvokli ilgtermiņā, 200 eiro+ komunālie.;Jugla::Baltezera 5;1;26;1/5;Hrušč.;200  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/mezhciems/nclio.html;Īpašnieks pārdod 2 istabu dzīvoklis klusā vietā Mežciemā, Līduma;Mežciems::Līduma 8;2;39;2/5;LT proj.;49,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/gfmne.html;Tiek izīrēts tīrs, jauks 2. ist. dzīvoklis uz ilgu periodu (vism;Imanta::Dammes 26;2;48;2/5;LT proj.;400  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/aappj.html;"Pārdodu lielo trīsistabu dzīvokli Imantā. 

Divas izolētas ist";Imanta::Slokas 140;3;73;5/5;LT proj.;90,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/gbeid.html;Сдаю на длительный срок двухкомнатную квартиру с лоджией в самом;Imanta::Dammes 6;2;50;5/9;602.;270  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/ajlik.html;Īpašnieks bez starpniekiem izīrē vienistabas dzīvokli. Dzīvoklis;Pļavnieki::Lubānas 47;1;30;1/1;Hrušč.;250  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/zolitude/aiolg.html;Silts, saulains un ne stūra dzīvoklis, ēkā ar izremontētu kāpņu ;Zolitūde::Ruses 3;3;75;9/9;119.;70,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/krasta-st-area/cidep.html;"Piedāvājam gaišu un omulīgu 2-istabu dzīvokli ar lodžiju. 
Dzīv";Krasta r-ns::Dzērvju 3;2;50;6/9;467.;60,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/mezhciems/belxk.html;"Сдам уютную и просторную студию в новостройке, проект ""Kaivas Re";Mežciems::Kaivas 50;1;43;4/5;Jaun.;360  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/agokd.html;Сдается квартира на длительный срок, с бытовой техникой. Квартир;Pļavnieki::Ilūkstes 38;1;43;4/9;119.;220  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/centre/aegdx.html;Собственник сдает только что отремонтированную трехкомнатную ква;centrs::Čaka 31;3;50;1/5;Renov.;650  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/ilguciems/dhfxx.html;Ilgtermiņa īrei tiek piedāvāts divstāvu 3 istabu dzīvoklis (5 un;Iļģuciems::Saulgožu 6;3;93;5/6;Specpr.;630  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/vecaki/fgjci.html;1 июня по 30июня сдаётся 2х комнатная квартира в новом доме, с о;Vecāķi::Šalkones 2;2;55;1/2;Priv. m.;100  €/dienā
https://ss.lv/msg/lv/real-estate/flats/riga/centre/ajxcl.html;Pilnībā renovēta ēka, kurā ir saglabāti vēsturiski elementi kāpņ;centrs::Matīsa 63;3;54;7/7;Renov.;140,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/zolitude/fmchg.html;Cолнечная, теплая, уютная, комфортабельная квартира в Varaviksne;Zolitūde::s 46;3;65;2/4;Jaun.;670  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/ghpkb.html;Квартира не угловая с евроремонтом продаётся с мебелью и находит;Purvciems::Deglava 108/6;3;75;4/9;119.;105,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/adhii.html;Īpašnieks izīrē 2 istabu dzīvokli Rīgas centrā, Pērnavas ielā 1.;centrs::Pērnavas 1;2;52;5/5;Staļina;400  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/agenskalns/hpofd.html;Pārdod 1 istabas dzīvokli hruščovas sērijas mājā. Mājai izdevīga;Āgenskalns::Kalnciema 47;1;28;4/5;Hrušč.;31,700  €
https://ss.lv/msg/lv/real-estate/flats/riga/darzciems/gccgc.html;Saimnieks pārdod saulainu dzīvokli ar ideālu lokāciju. Jūsu ērtī;Dārzciems::Līvānu 1;2;41;1/2;Staļina;35,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/mezhciems/hfedo.html;"Zeme īpašumā. 
Dzīvoklis pēc remonta. 
Divas izolētas istabas.";Mežciems::Līduma 2;2;50;5/5;LT proj.;64,950  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/annpf.html;Īpašnieks iznomā pilnībā mēbelēts dzīvoklis: iebūvēta virtuve ar;centrs::Lāčplēša 87d;1;25;4/4;Renov.;270  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/centre/blfmg.html;В центре города - общей площадью 41 м2 Zvaigžņu 26 Отдельный вхо;centrs::Zvaigžņu 26;2;41;1/6;Specpr.;330  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/epnde.html;"Продается теплая, солнечная квартира. 
В квартире комнаты смежн";Ķengarags::Lokomotīves 86;4;59;3/5;LT proj.;60,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/cbicg.html;На продажу предлагаем квартиру в центре Риги, расположена на 2 э;centrs::Marijas 20;3;55;2/4;P. kara;125,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/shampeteris-pleskodale/doxmb.html;"Zalves iela 15 - 3, Pleskodāle-Šampēteris 
Серия: Новый проект
";Šampēteris-Pleskodāle::Zalves 15;1;90;3/3;Jaun.;90,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/ahphk.html;Хозяйка сдает светлую, квартиру на 4 этаже с хорошим свежим ремо;Ķengarags::Maskavas 252;2;49;4/5;LT proj.;300  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/gnhgh.html;Elegants, gaišs un plašs 3-istabu dzīvoklis jauna projekta ēkā. ;Imanta::Progresa 3;3;99;1/6;Jaun.;159,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/apili.html;Pārdod jaunu, Pilnībā aprīkotu trīs istabu dzīvokli Pašā;centrs::Baznīcas 27/29;3;84;5/5;P. kara;290,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/gfofh.html;Хозяин сдает 1-комнатную светлую, солнечную, меблированную кварт;Pļavnieki::Rudens 7;1;33;2/9;602.;260  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/ilguciems/gdbnk.html;Pārdod dzīvokli ar balkonu klusā, zaļā apkārtnē. Mainīti logi, i;Iļģuciems::Vaidelotes 21;1;32;2/5;Hrušč.;32,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/grizinkalns/bpmhji.html;Pārdod skaistu un gaišu dzīvokli renovētā pirmskara laika mājā. ;Grīziņkalns::Čaka 143;2;58;4/6;P. kara;109,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/ahjdo.html;Pārdod skaistu un gaišu dzīvokli renovētā pirmskara laika Mājā. ;centrs::Čaka 143;2;58;4/6;P. kara;109,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/vecriga/bggnd.html;Izīrē 3 Guļamistabu Dzīvokli, izmērs 78.5 m2, kas atrodas Vecrīg;Vecrīga::Bīskapa gāte 2;3;79;1/5;Staļina;750  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/yugla/ahbio.html;Pārdodu trīs izolētu istabu dzīvokli teicamā stāvoklī. Brežņeva ;Jugla::Baltezera 4;3;60;3/5;Specpr.;96,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/cnfbd.html;Ilgtermiņa īrei tiek piedāvāts dzīvoklis Rīgas centrā. Māja ir u;centrs::Maskavas 38;3;70;5/6;Specpr.;330  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/deide.html;Сдаю уютную 2-ух комнатную квартиру по суточно для 2-ух человек,;Pļavnieki::Ilūkstes 8;2;50;6/9;602.;35  €/dienā
https://ss.lv/msg/lv/real-estate/flats/riga/centre/agcnc.html;Pārdodas mājīgs un patīkams studio tipa, 1-istabas dzīvoklis tik;centrs::Ganību d. 15A;1;33;3/6;P. kara;59,900  €
https://ss.lv/msg/lv/real-estate/flats/riga/ilguciems/bkmik.html;Dzīvoklis labā stāvoklī, pēc remonta, nav stūras, silts, saulain;Iļģuciems::Dzirciema 59;2;50;6/9;467.;63,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/aefgg.html;Хозяйка продает 5-ти комнатную квартиру, 602 серии, 1/9 эт. , об;Pļavnieki::Rudens 8;5;93;1/9;602.;86,600  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/clnde.html;Ilgtermiņa īrei tiek piedāvāts elitāra līmeņa dzīvoklis paša Dau;centrs::Krasta 27;3;130;2/7;Specpr.;500  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/other/dilkb.html;Квартира после ремонта, тёплая, солнце на кухне с утра, а в комн;Cits::Номалес 8-29;1;30;4/4;Hrušč.;220  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/agenskalns/exihb.html;Plašs 3 istabu dzīvoklis blakus Āgenskalna līcim un zaļajam Uzva;Āgenskalns::Grīna bulv. 1;3;77;5/6;Staļina;135,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/eoije.html;"Izīrējam dzīvokļus Rīgas pilsētas centrā -""Upīša pasāža"". Tas at";centrs::Marijas 16;3;104;7/7;Renov.;1,300  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/bergi/bebgon.html;Plašs divu līmeņu 4 istabu dzīvoklis ar slēdzamu garāžu un mantu;Berģi::Upesciema 46;4;150;2/3;Jaun.;230,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/vecriga/aelkm.html;Saimnieks ilgtermiņā izīrē jaunu, dizaina dzīvokli Vecrīgā, klus;Vecrīga::Kungu 25;2;49;5/5;Jaun.;750  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/ziepniekkalns/cponj.html;Tiek pārdots jauks gaišs dzīvoklis ar ērtu plānojumu, vienā no R;Ziepniekkalns::Bikstu 6-62a;3;109;1/7;Jaun.;173,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/heknh.html;Pārdod gaišu, plašu 3 istabu dzīvokli ar lodžiju. Divas istabas ;Pļavnieki::Tīnūžu 3;3;64;8/8;602.;75,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/agjin.html;Продаю теплую, солнечную квартиру на4 этаже. Общая площадь 44, 8;Ķengarags::Višķu 15;2;45;4/5;LT proj.;54,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/afdxe.html;Īpašnieks izīrē ilgtermiņā jauku vienistabas dzīvokli Terēzes ie;centrs::Terēzes 8;1;29;4/5;Specpr.;370  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/teika/anehb.html;Pārdod 23 m2 dzīvokli jaunajā projektā Vairoga ielā 32, Rīgā, kl;Teika::Vairoga 32;2;23;2/3;Renov.;63,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/bcxkl.html;Pārdod 2-istabu dzīvokli - mājīgu, klusu, siltu un saulainu ar v;Ķengarags::Maskavas 409;2;55;5/5;Specpr.;47,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/egxxh.html;Izīrē siltu un saulainu 2 istabu dzīvokli projektā “Metropole” k;Imanta::Anniņmuižas 38;2;61;6/18;Jaun.;500  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/afopb.html;Прекрасная, уютная 3 - комнатная квартира с отличной планировкой;Purvciems::Andromedas g. 3;3;66;1/5;LT proj.;60,300  €
https://ss.lv/msg/lv/real-estate/flats/riga/dzeguzhkalns/bolhc.html;Pārdodas dzīvoklis. Jūrmalas gatve 9.Ļoti laba atrašanās vieta. ;Dzegužkalns::Jūrmalas g. 3;3;66;5/5;LT proj.;55,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/bjnmj.html;Pārdod remontētu trīsistabu dzīvokli jaunajā Lietuviešu projekta;Imanta::Slokas 191;3;73;2/5;LT proj.;90,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/ziepniekkalns/gfnmb.html;Izīrē 2 istabu dzīvokli pēc kapitālā remonta. Tikai ilgtermiņā (;Ziepniekkalns::Bauskas 61;2;53;1/1;P. kara;330  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/agenskalns/agcxe.html;Продается светлая квартира . В летнее время за коммунальные услу;Āgenskalns::Kristapa 24;1;30;2/5;Hrušč.;40,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/ilguciems/cdfdl.html;Pardod 2- istabu dzīvokli Iļģuciemā. Dzīvoklis nav stūra, kopts,;Iļģuciems::Garā 21;2;48;5/5;LT proj.;43,900  €
https://ss.lv/msg/lv/real-estate/flats/riga/mezhciems/fdipe.html;Lielisks 3 istabu dzīvoklis jaunajā projektā Mežciemā. Dzīvoklis;Mežciems::Kaivas 31;3;86;2/4;Jaun.;186,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/ajpcj.html;Piedāvā iegādāties 4-istabu dzīvokli Rīgas centrā, Stabu ielā 16;centrs::Stabu 16;4;85;5/5;Renov.;132,370  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/dkkbn.html;Однокомнатная кавартира с удобствами 2- й этаж, окна стеклопакет;centrs::Artilērijas 43;1;32;2/2;P. kara;220  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/centre/afdgl.html;Piedāvā 4-istabu dzīvokli Klusajā centrā (Vēstniecību rajons), A;centrs::Ausekļa 11;4;150;5/7;Renov.;375,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/dlphn.html;Matisa 86 ilgtermiņa irei piedavājam pilnīgi jaunu, ļoti siltu u;centrs::Matīsa 86;1;23;3/4;Renov.;270  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/agnkd.html;Pārdodu kompaktu mazgabarīta dzīvokli ar racionālu plānojumu. Dz;Ķengarags::Prūšu 17A;1;18;2/4;Hrušč.;20,499  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/agkmb.html;В хозяйском доме сдается 1-комнатная квартира с печным отопление;centrs::Rūjienas 8;1;40;1/2;P. kara;200  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/shampeteris-pleskodale/bkcmf.html;Dzīvoklis jaunajā ekskluzīvajā projektā Panorama Plaza. Dzīvokļu;Šampēteris-Pleskodāle::Lielirbes 13;2;69;14/30;Jaun.;650  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/ajpcp.html;Pārdod divistabu dzīvokli jaunajā projektā Imantā. Dzīvoklis atr;Imanta::Slokas 111H;2;55;1/4;Jaun.;110,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/shampeteris-pleskodale/bxbkdl.html;Tiek pārdots silts, mājīgs divistabu dzīvoklis Šampēterī-Pleskod;Šampēteris-Pleskodāle::Rucavas 1A;2;48;1/4;Hrušč.;55,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/dmmei.html;Сдаю 1-комнатную квартиру. Квартира с мебелью, встроенная кухня,;Imanta::Kleistu 21;1;38;8/9;602.;220  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/flbcn.html;Piedāvājumā plašs trīsistabu dzīvoklis. Pie mājas katram īpašnie;Purvciems::Deglava 104;3;75;1/9;119.;79,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/fbjmb.html;"Pārdod 3-istabu dzīvokli Purvciemā. 
Mājai ir izcila atrašanas ";Purvciems::Žagatu 20;3;62;9/9;602.;58,000  €
