link;description;street;rooms;m2;floor;house_type;price
https://ss.lv/msg/lv/real-estate/flats/riga/zolitude/ajfmi.html;Квартира после ремонта. Использованы современные материалы и тех;Zolitūde::s 34;1;46;2/16;104.;370  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/yugla/adbhg.html;Tiek Pārdots studio tipa vienistabas dzīvoklis kopmītņu tipa māj;Jugla::Mārkalnes 1;1;18;3/5;M. ģim.;12,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/zolitude/agjkx.html;Владелец продаёт меблированную квартиру, Рига, Augszemes ilea 7,;Zolitūde::Augšzemes 7;3;75;2/4;Jaun.;145,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/cohmm.html;Владелец продаёт меблированную квартиру, Рига, Puces ilea 47 , 1;Purvciems::Pūces 47;3;146;1/9;Jaun.;145,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/afhxf.html;Продаю 1-комнатную квартиру. Квартира сухая, теплая. Был сделан ;Pļavnieki::Dravnieku 7;1;35;8/9;602.;47,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/vecmilgravis/dmnki.html;Быстро куплю вашу квартиру, дом или несколько квартир в нем. В Р;Vecmīlgrāvis::;Citi;-;-;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/dhlio.html;Владелец продает 4-х комнатную квартиру. Теплая, светлая, в отли;Pļavnieki::Pavasara g. 4;4;110;2/9;602.;130,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/bdkkl.html;Быстро куплю вашу квартиру, дом или несколько квартир в нем. В Р;Ķengarags::;Citi;-;-;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/bolderaya/eccxo.html;Сразу куплю Вашу квартиру или дом в Риге или Рижском районе. Мож;Bolderāja::;Citi;-;-;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/bolderaya/cioko.html;Владелец продаёт двух комнатную квартиру , полностью меблированн;Bolderāja::Lielupes 1/12;2;41;2/4;Hrušč.;44,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/jaunciems/ajxid.html;Pārdodas vieistabu dzīvoklis ar visām ērtībām, nepieciešams remo;Jaunciems::Jaunciema g. 182;1;30;3/5;Hrušč.;20,700  €
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/adeng.html;Mūsdienīgs, mājīgs un ļoti plašs dzīvoklis ar lielu lodžiju liel;Imanta::Slokas 217;3;72;2/5;LT proj.;82,980  €
https://ss.lv/msg/lv/real-estate/flats/riga/ilguciems/agfxg.html;Izīrē mēbelētu divistabu dzīvokli. Visas ērtības. Īres maksa 300;Iļģuciems::Saulgožu 19;2;41;1/5;Hrušč.;300  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/chcde.html;Saulains, lielisks, mēbelēts dzīvoklis Imantā, Anniņmuižas bulvā;Imanta::Anniņmuižas 38;3;77;11/18;Jaun.;132,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/maskavas-priekshpilseta/hdoio.html;Izīrē vienistabas dzīvokli ar kapitālo remontu. Visas ērtības, c;Maskavas priekšpilsēta::Balvu 3;1;19;2/4;P. kara;240  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/teika/dbgpf.html;В долгосрочную аренду предлагаем новую 1-комнатную квартиру. (во;Teika::Turaidas 6;1;37;3/5;Jaun.;420  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/cdicd.html;"Две изолированные комнаты. 
Духовка есть. 
В шаговой доступнос";Ķengarags::Maskavas 256;2;46;4/5;LT proj.;330  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/centre/ffngc.html;Vēlos iegādāties 1 vai 2 istabu dzīvokli Rīgas centrā. Obligāti ;centrs::;2;-;-;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/centre/cpgie.html;Īpašnieks pārdod rūpīgi remontētu un labiekārtotu interjera dzīv;centrs::Bruņinieku 47;4;134;2/5;P. kara;225,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/yugla/ebhmg.html;Tiek pārdots divistabu dzīvoklis pēc kapitālā remonta. Zeme īpaš;Jugla::s 35;2;45;4/5;LT proj.;65,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/bxihk.html;"Izīrēju siltu un mājīgu 1 istabu Rīgas centrā. 
+ koplietošanas";centrs::Čaka 114;1;25;4/6;P. kara;150  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/vecmilgravis/accdm.html;Pārdod siltu, tīru un mājīgu 3-istabas dzīvokli, 103. sērijā, ķi;Vecmīlgrāvis::Rīnūžu 22;3;68;5/5;103.;56,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/yugla/dolph.html;Солнечная и полностью оборудованная квартира с мебелью и технико;Jugla::Veldres 32;1;30;12/12;Specpr.;44,900  €
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/afgpo.html;Īpašnieks pārdod saulainu, siltu 2-istabu dzīvokli, nav stūra. D;Ķengarags::Prūšu 3/7;2;37;4/5;LT proj.;38,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/abidb.html;Gaišs, mājīgs un ļoti silts divistabu dzīvoklis ar atvērta tipa ;centrs::Duntes 28;2;52;6/16;Jaun.;100,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/mezhciems/gjief.html;Tiek pārdots 3 istabu dzīvoklis ar visām mēbelēm un visu iebūvēt;Mežciems::Gaiļezera 4;3;63;7/9;602.;87,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/cixog.html;"Nopirkšu dzīvokli , jebkādā stāvoklī. 

- var būt bez remonta,";centrs::;Citi;-;-;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/genig.html;Сдаётся уютная, меблированная, со всей бытовой техникой однокомн;Ķengarags::Aviācijas 2c;1;39;4/9;Čehu pr.;250  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/centre/bhngj.html;Предлагается в аренду 5-комнатная квартира в самом центре города;centrs::Tērbatas 41/43;5;156;6/6;P. kara;500  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/centre/afobd.html;"Saulains centra dzīvoklis Ausekļa ielā 3, skats uz Daugavu. 
 E";centrs::Ausekļa 3;2;50;3/6;P. kara;109,750  €
https://ss.lv/msg/lv/real-estate/flats/riga/krasta-st-area/depej.html;Tiešā saimniece Izīrē plašu un gaišu 2 istabas dzīvokli. 41m2.Lu;Krasta r-ns::Krasta 66;2;41;2/5;Renov.;250  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/mezhciems/aghfi.html;Pārdodu 3 istabu dzīvokli Mežciemā. Sastāv no 2 izolētām guļamis;Mežciems::Hipokrāta 47;3;63;1/9;602.;73,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/apfbj.html;Izīrē 1 istabas dzīvokli bez istabas mēbelēm, ir sadzīves tehnik;Purvciems::Dudajeva g. 13;1;27;5/5;LT proj.;240  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/centre/adkpj.html;Cenā autostāvvieta. Jauni dzīvokļi ar pilnu apdari renovētā Mājā;centrs::Valdemāra 37;3;112;6/6;Renov.;295,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/hhxpj.html;Īpašnieks izīrē ekskluzīvu, klusu un mājīgu 3-istabu dzīvokli (2;centrs::Stabu 59;3;70;1/1;P. kara;610  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/centre/cijoc.html;Сдаю 2 к. кв со всеми удобствами в Элитном Посольском районе Риг;centrs::Elizabetes 9;2;43;1/5;P. kara;50  €/dienā
https://ss.lv/msg/lv/real-estate/flats/riga/mezhciems/dxljh.html;На длительный срок (1 год+) сдам 2-комнатную квартиру приличным ;Mežciems::Kaivas 50/2;2;39;1/5;Jaun.;350  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/teika/clnmb.html;"Izīrēju plašu 4 istabu dzīvokli Teikā ilgtermiņā
Māja atrodas l";Teika::Struktoru 4a;4;76;4/5;103.;600  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/centre/cihpo.html;Plaša terase un pilna kvalitatīva apdare dzīvoklim prestižā Vies;centrs::Rūpniecības 50;3;95;4/7;Jaun.;240,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/gxhpl.html;Jauns, mēbelēts dzīvoklis ar plašu balkonu prestižā Viesturdārza;centrs::Rūpniecības 50;3;80;4/7;Jaun.;220,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/ejbhh.html;Аренда на короткий срок. Посуточная аренда новой 2-х комнатной к;Pļavnieki::Dzeņu 1;2;50;3/9;602.;40  €/dienā
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/cpnfl.html;Продаётся квартира в доме в котором происходит полная реновация.;Purvciems::Dzelzavas 90;2;50;4/5;LT proj.;62,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/maskavas-priekshpilseta/adhhm.html;Сдам квартиру на лето, с удобствами и мебелью. Сделан евро ремон;Maskavas priekšpilsēta::Kalupes 3;1;27;2/4;P. kara;250  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/centre/aifjo.html;"Сдаем уютную, светлую 2х комнатную квартиру в центре Риги. 
В к";centrs::Etnas 10;2;47;1/3;Specpr.;550  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/dbbbn.html;На длительный срок, сдается 2-х комнатная квартира. Квартира сол;Imanta::Anniņmuižas 50;2;50;2/9;602.;300  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/aoelh.html;Продаю 4 -ех комнатную квартиру. Земля в собственности. Не углов;Pļavnieki::Rudens 3;4;77;2/9;602.;80,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/dobmd.html;Tiek izīrēts 1 istabas dzīvoklis ar centrālo apkuri. Dzīvoklī ir;centrs::Bruņinieku 115C;1;20;2/5;Renov.;145  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/dcmxn.html;Продаю квартиру с печным отоплением. 32 евро в месяц - комунальн;Ķengarags::Lubānas 17-2;1;25;2/1;P. kara;15,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/sarkandaugava/gdhxo.html;Iespējams labākais plānojums šajā mājā. Neliels 2 istabu dzīvokl;Sarkandaugava::Sliežu 1;2;34;2/5;Renov.;49,900  €
https://ss.lv/msg/lv/real-estate/flats/riga/krasta-st-area/cmpxe.html;Ilgtermiņa īrei piedavājam mēbelētu 2-istabu dzīvokli, ar autost;Krasta r-ns::Maskavas 190;2;43;3/9;Jaun.;550  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/dzeguzhkalns/ajmpe.html;"Dzīvoklis ar remontu. Istabas Izolētas. 
Мēbelēts. Lodžija.  Si";Dzegužkalns::M. Stacijas 4;2;50;2/5;LT proj.;57,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/flxff.html;Vēlos īrēt 2-3 istabu dzīvokli Imantas, Zolitūdes rajonā. Kārtīg;Imanta::Kurzemes pr. 888;2;50;1/9;602.;vēlosīret 
https://ss.lv/msg/lv/real-estate/flats/riga/kliversala/gghhx.html;Unique Penthouse in the premium class River Breeze Residence wit;Klīversala::Kuģu 28;5;305;7/7;Jaun.;1,240,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/agenskalns/eipfg.html;Gaišs, plašs dzīvoklis ar vairākām terasēm premium klases projek;Āgenskalns::Kuģu 28;4;178;3/7;Jaun.;645,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/ainoe.html;Vēlos nopirkt dzīvokli neremontētu vai remontētu pēc iespējas āt;centrs::;Citi;-;1/99;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/bolderaya/mlmok.html;"Быстрый выкуп - 1 - 1.5 - 2 - 3 - 4 - комн. квартир -

+Принят";Bolderāja::;Citi;20;20/20;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/ilguciems/diiib.html;Izīrē 2 istabu dzīvokli ar visām ērtībām. Blakus sabiedriskais t;Iļģuciems::Dzirciema 70;2;42;4/5;Hrušč.;220  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/bgioe.html;Īpašnieks pārdod divu savstarpēji izolētu istabu dzīvokli Purvci;Purvciems::Ilūkstes 103;2;45;4/5;103.;65,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/adjkh.html;Tiek izīrēts ilgtermiņā plašs (ar trīs guļamistabām+ studijas ti;Pļavnieki::Ulbrokas 12 k-3;3;94;3/9;Jaun.;650  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/centre/aemfg.html;"Izīrē uz dažādiem termiņiem mājīgu dzīvokli. 

Perfekta atraša";centrs::Brīvības 18;1;25;2/5;P. kara;45  €/dienā
https://ss.lv/msg/lv/real-estate/flats/riga/sarkandaugava/gfpoi.html;Продается 3-комнатная квартира с хорошей планировкой, 2 отдельны;Sarkandaugava::Viestura pr. 87;3;87;2/2;Specpr.;110,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/bngdl.html;Pilnībā renovēta ēka, kurā ir saglabāti vēsturiski elementi kāpņ;centrs::Matīsa 63;2;39;4/7;Renov.;100,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/sarkandaugava/cbnce.html;Продается 2-комнатная квартира, чистая, уютная, после ремонта, в;Sarkandaugava::Viestura pr. 87;2;62;2/2;Specpr.;74,900  €
https://ss.lv/msg/lv/real-estate/flats/riga/yugla/hdcgp.html;Īpašnieks ilgtermiņā (1 gads) izīrē 2 istabas studio tipa dzīvok;Jugla::Murjāņu 61a;2;48;2/4;Jaun.;420  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/clxnd.html;Pārdod mūsdienīgu, pārdomāti izplānotu divistabu dzīvokli Purvci;Purvciems::Kalsnavas 2c;2;58;5/12;104.;88,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/fkjhe.html;Uzturēts un kopts dzīvoklis, mainīti logi un radiatori, nesen ie;Ķengarags::Pelnu 1;3;57;2/9;467.;70,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/mezhciems/cfide.html;Tiek pārdots dzīvoklis ar divām pazemes autostāvvietām. Dzīvokli;Mežciems::Eizenšteina 23;3;65;3/4;Jaun.;169,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/acfdh.html;Īpašnieks pārdod siltu 2-istabu dzīvokli ar visām ērtībām: istab;Ķengarags::Lokomotīves 86;2;44;3/5;LT proj.;50,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/bhbme.html;Хозяин продаёт 3-комнатную квартиру с лоджией. Рядом остановка о;Purvciems::Dzelzavas 76;3;62;4/9;602.;60,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/yugla/eppkn.html;Silts un saulains dzīvoklis ar svaigu kosmētisko remontu. Viena ;Jugla::s 37;2;45;5/5;LT proj.;44,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/ziepniekkalns/hbkle.html;Хозяйка сдаёт квартиру на длительный срок. 230 евро +коммунальны;Ziepniekkalns::Ozolciema 30;1;41;3/9;M. ģim.;230  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/bolderaya/cokfj.html;Сдаётся солнечная, светлая, однокомнатная квартира с лоджией. Еж;Bolderāja::Gobas 20;1;40;9/9;Specpr.;200  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/agenskalns/eccni.html;Pārdod 2-ist dzīvokli ar ērtu ģeogrāfisko atrašanās vietu Āgensk;Āgenskalns::Tapešu 25;2;56;3/5;Specpr.;65,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/mezhciems/akblc.html;Sveiki, ģimene ar stabiliem ienākumiem meklē 3 istabas dzīvokli ;Mežciems::;3;-;-;-;vēlosīret 
https://ss.lv/msg/lv/real-estate/flats/riga/bolderaya/cllkp.html;"Купим сразу. Деньги в тот же день на счёт. 
Покупаем любые квар";Bolderāja::;Citi;-;-;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/sarkandaugava/fngng.html;"Сдается однокомнатная квартира в районе Саркандаугава. 
 
Пред";Sarkandaugava::Tvaika 54;1;30;3/5;Hrušč.;280  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/krasta-st-area/dbdhf.html;"Dzīvoklī veikts kapitālais remonts atbilstoši ""eiro standartiem""";Krasta r-ns::Pļaviņu 23;3;60;8/9;467.;77,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/sarkandaugava/anmek.html;Īpašnieks izīrē gaišu, saulainu, mēbelētu dzīvokli Hruščova laik;Sarkandaugava::Allažu 1;1;28;4/5;Hrušč.;230  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/aiokk.html;"Pārdodu dzīvokli ar divām istabām. Ir atbrīvots. 
Metāla ārdurv";Ķengarags::Aviācijas 2F;2;38;4/5;LT proj.;42,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/zolitude/ghngh.html;Dzīvoklis ar kosmētisko remontu. Stikla paķešu logi, metāla durv;Zolitūde::Rostokas 16;3;80;6/9;119.;93,900  €
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/cgdgk.html;Хозяин сдает 1-к. квартиру на длительный срок (не менее 1 года) ;Purvciems::Marsa g. 14;1;27;4/5;LT proj.;300  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/mezhciems/hxbin.html;Сдаётся 1-комнатная квартира. Квартира отремонтирована, мебелиро;Mežciems::Eizenšteina 53;1;32;7/9;602.;320  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/ahmxx.html;Labdien. Esam divi strādājoši pieaugušie un kaķis, vēlamies īrēt;Ķengarags::;2;-;-;-;vēlosīret 
https://ss.lv/msg/lv/real-estate/flats/riga/centre/ekoxh.html;Tiek piedāvāts 1- ist. dzīvoklis ar centr. apkuri. Jauna santehn;centrs::Avotu 76;1;35;2/2;Renov.;280  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/dgldl.html;"Īpašnieks pārdod dzīvokli ar platību 18.2 m2. 
Dzīvoklis ir māj";Purvciems::Burtnieku 33;1;18;3/5;M. ģim.;21,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/dlohe.html;Pārdošanā kvalitatīvs 3 istabu dzīvoklis pēc remonta. Dzīvoklis ;centrs::Antonijas 22;3;84;3/6;P. kara;306,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/vecriga/ofdfc.html;Lieliska iespēja iegādāties lielisku 4-istabu dzīvokli ar lielis;Vecrīga::Grēcinieku 26;4;156;3/5;Renov.;310,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/gcefc.html;Piedāvājam iegādāties plašu, mūsdienīgi labiekārtotu 5 istabu dz;centrs::Čaka 134;5;136;5/7;Jaun.;305,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/bfbgp.html;Сдаю квартиру, в хорошем состоянии. Вся бытова техника имеется. ;Ķengarags::Maskavas 258;1;36;3/5;LT proj.;255  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/centre/aehkh.html;Pārdod 2 izolētu istabu dzīvokli ar ļoti labu atrašanās vietu. D;centrs::Patversmes 22k3;2;55;1/5;Specpr.;55,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/blfdb.html;Сдаю 3 местную 1 комнатную квартиру в центре Риги, перекресток С;centrs::Sadovņikova 47;1;30;3/5;P. kara;300  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/centre/agbpd.html;1 комн. в центре Риги, перекресток Садовникова- Католю. 2 остано;centrs::Sadovņikova 47;1;28;2/5;P. kara;290  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/dllxm.html;Сдаёт хозяйка, на длительный срок. Предоплата первый и последний;Pļavnieki::Zemes 5;1;42;9/9;M. ģim.;250  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/centre/fxflm.html;Вашему вниманию предлагается замечательная 3-х комн. квартира по;centrs::Valdemāra 72a;3;60;2/5;Specpr.;95,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/sarkandaugava/cmhfo.html;Daļēji mēbelēts – virtuves mēbeles, plīts, ledusskapis, veļas ma;Sarkandaugava::Tvaika 56;2;52;3/3;Staļina;350  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/agenskalns/aicch.html;Ģimene vēlas iegādāties dzīvokli vismaz 70 m2 platībā un ar vism;Āgenskalns::;3;-;-;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/fdlpf.html;"Купим сразу -

- Если сроки для продажи квартиры критически ма";Purvciems::;Citi;20;20/21;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/amkfn.html;Gaišs, silts dzīvoklis. Slēgta kāpņutelpa. Zeme nav īpašumā. Log;Ķengarags::Maskavas 313;1;34;1/12;Čehu pr.;33,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/vecmilgravis/dfien.html;"Īpašnieks pārdod 2-istabu dzīvokli ar balkonu un pagrabu. 

Dz";Vecmīlgrāvis::Vecmīlgrāvja 8;2;51;4/5;Hrušč.;41,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/ebjdi.html;Сдается комната в 5-комнатной, душ, кухня, туалет, все коммуника;centrs::Kalniņa 1a;1;15;4/5;P. kara;150  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/aimgx.html;Продается 3-х комнатная квартира в хорошем состоянии . Заменена ;Imanta::Zentenes 11;3;54;5/5;LT proj.;59,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/dnekx.html;Pārdodu lielisku divu istabu dzīvokli bez parādiem un apgrūtināj;Ķengarags::Maskavas 271;2;37;5/5;LT proj.;45,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/teika/gxpch.html;Īpašnieks pārdod divu istabu dzīvokli Teikā, klusā, zaļā, privāt;Teika::Stūrīša 27;2;53;1/2;P. kara;75,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/dninp.html;No 17 jūnija tiek pārdots labiekārtots 1 ist. dzīvoklis pie Bērn;centrs::Dainas 5;1;29;2/5;Hrušč.;62,550  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/bkjhm.html;Ilgtermiņa īrei no 17. jūnija tiek piedāvāts labiekārtots 1 ist.;centrs::Dainas 5;1;29;2/5;Hrušč.;370  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/hxxox.html;Продаю квартиру, возле Дома Мебели, в глубине квартала. Земля в ;Purvciems::Ilūkstes 107/3;3;59;3/9;467.;58,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/agbgc.html;"Купим сразу. Деньги в тот же день на счёт. 
Покупаем любые квар";Purvciems::;Citi;-;-;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/afbhl.html;Хозяйка сдает 1-комнатную квартиру со всеми удобствами с необход;Imanta::Kurzemes pr. 120;1;36;6/9;602.;180  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/clxkb.html;Plašs, gaišs 3 istabu dzīvoklis ar divām iestiklotām lodžijām un;Purvciems::Ilūkstes 101;3;70;5/5;103.;71,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/fdejn.html;"Pirmskara mūra māja ar biezām sienām, augstiem griestiem. 
Jaun";centrs::Brīvības 148;2;51;4/6;P. kara;67,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/ziepniekkalns/dnpxk.html;Обмен квартиры на двух или трёх комнатную всвязи с пополнением в;Ziepniekkalns::Dižozolu 5;1;35;2/9;602.;maiņai
https://ss.lv/msg/lv/real-estate/flats/riga/vecmilgravis/bophg.html;"Земля в собственности, стеклопакет, окна во двор, 
кухня на две";Vecmīlgrāvis::Emmas 14;1;14;1/3;Staļina;7,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/teika/aldol.html;Продаю однокомнатную квартиру. Хорошие соседи. Теплый сталинский;Teika::Bērzpils 75;1;11;1/2;Staļina;7,800  €
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/gpjjb.html;Izīrē 1 istabas dzīvokli bez mēbelēm, ar sadzīves tehniku.;Purvciems::Dudajeva g. 13;1;23;5/5;LT proj.;250  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/fbgbf.html;Pārdodam saulainu, siltu dzīvokli.;Purvciems::Dzelzavas 23;1;36;5/9;602.;50,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/aelmd.html;Pārdodu mājīgu vienistabas dzīvokli Purvciemā Ilūkstes ielā 54 k;Purvciems::Ilūkstes 54k-2;1;42;3/5;M. ģim.;40,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/chxlp.html;Saimnieks pārdod skaistu dzīvokli jaunbūvē, kur dzīvo tikai veik;centrs::Dārzaugļu 1;2;69;2/6;Renov.;150,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/cpcxf.html;Тихая, светлая, тёплая, уютная не угловая квартира с видом на зе;Purvciems::Ilūkstes 54 к-7;1;40;3/5;M. ģim.;40,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/vecmilgravis/egibg.html;Pārdod (464. sērija) plašu un gaišu 3-istabu dzīvoklis labā viet;Vecmīlgrāvis::Vecmīlgrāvja 1. l. 54;3;73;4/5;LT proj.;68,300  €
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/hbhhc.html;"Pārdod 3-istabu dzīvokli Imantā
Projekts: “Imantas Ozoli”
Adre";Imanta::Jūrmalas g. 82;3;72;9/9;Jaun.;169,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/maskavas-priekshpilseta/ibedn.html;Сдается меблированная двухкомнатная квартира с балконом, имеется;Maskavas priekšpilsēta::Lomonosova 7;2;54;4/4;Staļina;400  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/deepj.html;Saimniece ilgtermiņā izīrē 1-istabas gaišu, saulainu, mēbelētu d;Pļavnieki::Keldiša 12;1;34;7/9;602.;260  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/ziepniekkalns/agjko.html;Kluss, tīrs dzīvoklis, ir sadzīves tehnika, daļēji mēbelēts, lod;Ziepniekkalns::Ozolciema 44;1;35;1/9;602.;250  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/shampeteris-pleskodale/acpmi.html;2 istabu dzīvokli vienā no populārākajiem projektiem “Panorama P;Šampēteris-Pleskodāle::Lielirbes 11;2;68;11/25;Jaun.;165,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/bgbkn.html;Собственник продаёт свою 4-комнатную квартиру в центре Пурвциемс;Purvciems::Dzelzavas 23;4;76;4/9;602.;88,600  €
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/fhklo.html;Īpašniece ilgtermiņā izīrē 1-istabu dzīvokli Pļavniekos, 250€+ko;Pļavnieki::Keldiša 12;1;33;2/9;602.;250  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/gechf.html;Mājīgs studijas tipa dzīvoklis klusā rajonā ar labu infrastruktū;Purvciems::Stirnu 37;1;36;7/9;602.;250  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/foepp.html;"51 kvm plašs 2istabu dzīvoklis Purvciemā. 
Jaunais projekts (20";Purvciems::Stirnu 1;2;51;9/7;Specpr.;95,000  €
