link;description;street;rooms;m2;floor;house_type;price
https://ss.lv/msg/lv/real-estate/flats/riga/teika/ciobj.html;Сдаёт хозяин на длительный срок квартиру в отличном состоянии, п;Teika::Caunes 17;2;38;2/5;Hrušč.;410  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/mezhciems/ajicf.html;Īpašnieks piedāvā pārdošanai trīs istabu dzīvokli ciematā “Jaunb;Mežciems::Kaivas 29/4;3;80;3/4;Jaun.;168,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/vecriga/aijeo.html;Izīrē dzīvokli klusā vietā, Vecrīgā, Vaļņu ielā 10. Omulīgs dzīv;Vecrīga::Vaļņu 10;2;48;5/5;P. kara;vēlosīret 
https://ss.lv/msg/lv/real-estate/flats/riga/vecmilgravis/bxlegf.html;Īpašnieks pārdod siltu un saulainu 2-istabu dzīvokli Vemilgrāvī.;Vecmīlgrāvis::Vecmīlgrāvja 5;2;43;3/5;Hrušč.;32,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/mezhapark/dhhne.html;Сдаётся уютная двух комнатная квартира , теплая, светлая, солнеч;Mežaparks::Viestura pr. 1;2;48;1/3;Specpr.;400  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/krasta-st-area/cpkxd.html;Продаю oсвобожденную 1-комнатную квартиру с ремонтом. Дом спецпр;Krasta r-ns::Kojusalas 17;1;35;11/12;Specpr.;40,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/yugla/enokx.html;"Все удобства, душ и туалет – внутри. 

+ Благоустроенная кварт";Jugla::Brīvības 397;1;35;1/5;Hrušč.;165  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/kliversala/aedif.html;Omulīgs un kluss dzīvoklis blakus viesnīcai Radisson Daugava īrē;Klīversala::St. Rusas 5;2;48;3/5;Specpr.;vēlosīret 
https://ss.lv/msg/lv/real-estate/flats/riga/vecmilgravis/ggnfp.html;Īpašnieks pārdot 1 istabu dzīvokli, nav stūra dzīvoklis. Dzīvokl;Vecmīlgrāvis::Baltāsbaznīcas 34;1;33;5/5;103.;34,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/daugavgriva/amnbn.html;Собственник продает светлую и очень теплую 2-х комнатную квартир;Daugavgrīva::Parādes 14;2;55;2/5;103.;54,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/hpfxj.html;Pārdošanā labs trīs istabu dzīvoklis ķengaragā labā vietā pie t/;Ķengarags::Aviācijas 1;3;72;3/5;LT proj.;58,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/ziepniekkalns/comip.html;"Pārdodam lielisku dzīvokli Ziepniekkalnā. 
Dzīvoklim ir ļoti la";Ziepniekkalns::Zaļenieku 18;3;168;5/6;Jaun.;215,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/yugla/diemo.html;Tiek izirēts pilnibā mēbelēts un aprīkots 2-istabas dzīvoklis Ju;Jugla::Tirzas 3;2;40;3/5;Hrušč.;310  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/centre/agino.html;Izīrē pilnībā labiekārtotu vienistabas dzīvokli renovētā pirmska;centrs::Barona 129;1;25;3/6;Renov.;350  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/mezhciems/fihle.html;"Pieejams uzreiz, 
- lifts pirmajā stāvā uzreiz pie ieejas durvī";Mežciems::Eizenšteina 79;2;51;3/9;602.;50,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/ahkle.html;"Pārdod gaišu, siltu un mājīgu dzīvokli ar svaigu remontu. 
Dzīv";centrs::Katrīnas d. 16a;2;38;5/5;Hrušč.;80,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/aiemk.html;Vēlos īrēt ilgtermiņā 2+ gadi mēbelētu dzīvokli, nav obligāti Im;Imanta::;3;-;-;-;vēlosīret 
https://ss.lv/msg/lv/real-estate/flats/riga/kipsala/hjmop.html;"Vienistabas dzīvoklis ar garāžu un zemes domājamo daļu. 
Dzīvok";Ķīpsala::Zvejnieku 3;1;27;2/2;P. kara;90,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/mangali/dxfmd.html;Plašs, ģimenes dzīvoklis ar labu remontu, labā rajonā, blakus Me;Mangaļi::Lēdurgas 9;3;61;5/5;Hrušč.;65,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/tornjakalns/ckgfh.html;Pārdodam 2 istabu dzīvokli mierpilnā rajonā – Torņakalns. Rajons;Torņakalns::Jelgavas 63;2;58;1/5;Jaun.;97,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/agphb.html;Сдается 2 комнатная квартира со всеми удобствами на длительный с;Ķengarags::Maskavas 252;2;52;3/5;LT proj.;300  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/belgf.html;Хозяин сдает на длительный срок уютную, теплую, солнечную одноко;Imanta::Jūrmalas g. 91;1;28;1/5;LT proj.;280  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/yugla/ckpkn.html;Juglas centrā, gatavots remontam. bez balkona. zaļumu ieskautā m;Jugla::s 5;1;31;2/5;LT proj.;29,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/bcxdx.html;"Nopirkšu dzīvokli Rīgā - 

- var būt bez remonta, 
- ar daļēj";Ķengarags::;Citi;-;1/9;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/maskavas-priekshpilseta/elbco.html;Īpašnieks pārdod dzīvokli studija tipa tuvu upei un centrām. Krā;Maskavas priekšpilsēta::Toma 2;1;11;2/2;Specpr.;9,440  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/cielk.html;Mājīgs, plašs un saulains 2-istabu , kuru ir iespējams pārveidot;centrs::Tomsona 30;2;80;4/9;Jaun.;159,999  €
https://ss.lv/msg/lv/real-estate/flats/riga/ziepniekkalns/edxfg.html;Izīrē kapitāli remontētu vienistabas(studija) dzīvokli ar visām ;Ziepniekkalns::Ozolciema 14;1;54;1/9;Jaun.;500  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/figjp.html;"Всего в пару минутах ходьбы от т. ц""Akropolis"" продается 2-комна";Ķengarags::Maskavas 279 к. 2;2;44;1/5;LT proj.;39,800  €
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/dxkkf.html;Tīrs un sakopts dzīvoklis, kurā nav nepieciešami ieguldījumi. Ti;Ķengarags::Maskavas 254 k-2;2;44;4/5;Hrušč.;52,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/ziepniekkalns/dkblg.html;Tiek izīrēts plašs , gaišs ( 60 km2 ) divistabu dzīvoklis. ( 119;Ziepniekkalns::Īslīces 1;2;60;9/10;119.;400  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/agenskalns/deepm.html;Pašā Āgenskalna sirdī. Vairāk bildes pēc pieprasījuma. Normāla t;Āgenskalns::Lapu 3b;2;33;2/3;P. kara;33,480  €
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/bijibh.html;Nopirkšu dzivokli Rigā. Var būt arī ar neapmaksātiem komunāliem ;Ķengarags::;Citi;-;-;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/biijf.html;"Продаю однокомнатную квартиру в Иманте. 

В квартире сделан ка";Imanta::Zentenes 49;1;28;5/5;LT proj.;49,900  €
https://ss.lv/msg/lv/real-estate/flats/riga/bolderaya/dxcmd.html;"Īpašnieks pārdod dzīvokli lieliskā un klusā vietā
Dzīvoklis lab";Bolderāja::Gobas 32;1;34;4/5;103.;32,750  €
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/gikgg.html;Jaunremontēts dzīvoklis Imantā. Maliet mebelets. Atrodas pie 1.t;Imanta::Dammes 31;1;36;3/9;104.;250  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/centre/hblpm.html;Gaišs, silts dzīvoklis pilsētas centrā. Vidus sekcija, zeme kopī;centrs::Dzirnavu 110;2;39;5/6;P. kara;68,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/mezhapark/lemih.html;Dzīvoklis tiem, kuri mīl plašumu, komfortu un eleganci. Dzīvokli;Mežaparks::Viestura pr. 89;6;162;2/2;Staļina;349,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/mezhapark/agjne.html;Dzīvoklis sastāv no 3 istabām: studio tipa viesistabas ar virtuv;Mežaparks::Ezermalas 13;3;108;3/4;Jaun.;550  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/centre/ecnhg.html;Хозяин сдает в долгосрочную аренду отремонтированную дизайнерску;centrs::Avotu 30;3;57;2/4;P. kara;700  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/vecmilgravis/aampe.html;Pārdod īpašnieks, trīsistabu dzīvokli Vecmīlgrāvī ( nav stūra dz;Vecmīlgrāvis::Dombrovska 13;3;56;3/5;LT proj.;58,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/bbdge.html;Pārdošanā gaišs un saulains divstāvu dzīvoklis, divstāvu mājā ar;Pļavnieki::Lubānas 41;3;93;1/2;Staļina;110,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/acxck.html;"Dzīvoklis projektā Šokolāde. 

Rūpīgi pārdomāts dzīvokļa plāno";centrs::Hospitāļu 23;3;131;5/7;Jaun.;330,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/afcde.html;"Pārdošanā gaišs, silts 2 istabu dzīvoklis Rīgas centrā. 

Ērts";centrs::Klusā 20;2;41;1/9;Renov.;62,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/mezhciems/hcnhc.html;Pārdod plašu 2 līmeņu dzīvokli Mežciemā, tas atrodas ēkas 9. un ;Mežciems::Eizenšteina 53;4;122;9/10;602.;122,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/fhcgh.html;Хозяин сдает 1-комнатную квартиру-студию со всеми удобствами с н;centrs::Alauksta 12;1;23;4/6;P. kara;200  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/dmnho.html;"Pārdod plašu 2 istabu dzīvokli Purvciemā. 
Lieliska lokācija - ";Purvciems::Dzelzavas 38;2;61;11/12;104.;66,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/ixmkh.html;Īpašnieks pārdod 2 ist. dzīvokli mājas 8. stāvā. Abas istabas iz;Pļavnieki::Keldiša 6;2;50;8/9;602.;75,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/coxix.html;Pārdod 2-ist. Dzīvokli Purvciema centrā. Istabas izolētas. Dzīvo;Purvciems::Nīcgales 4;2;50;9/9;602.;58,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/cjjkb.html;Īpašnieks izīrē jauku, saulainu dzīvokli, lieliskā vietā ar visā;Pļavnieki::Salnas 34;1;35;9/9;602.;240  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/agenskalns/gbppp.html;Piedāvāju uz īri majīgu, praktisku, saulainu dzīvokli Āgenskalnā;Āgenskalns::Kalnciema 57B;2;45;4/4;Hrušč.;390  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/mezhciems/angmb.html;Pārdod dzīvokli Papīrfabrikas raj. ar daļējām ērtībām(tualete kā;Mežciems::Biķernieku 250;1;38;2/2;Staļina;21,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/acpbp.html;"Pārdodu kompaktu 1-istabas dzīvoklīti ar visām ērtībā. 

Dzīvo";Purvciems::Burtnieku 33;1;18;3/5;Specpr.;17,900  €
https://ss.lv/msg/lv/real-estate/flats/riga/teika/dbdin.html;"Pārdodu kompaktu 1-istabas dzīvoklīti ar visām ērtībā. 

Dzīvo";Teika::Burtnieku 33;1;18;3/5;Specpr.;17,900  €
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/cxemj.html;Īpašnieks pārdod siltu un gaišu dzīvokli, kurš atrodas klusā un ;Ķengarags::Maskavas 291/2;2;45;4/5;LT proj.;55,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/vecmilgravis/bxlexj.html;Pārdod 1-ist. saulainu un siltu dzīvokli ar labu skatu uz zaļo p;Vecmīlgrāvis::Stiebru 6;1;28;3/5;LT proj.;33,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/dzeguzhkalns/hdhdk.html;Īpašnieks pārdod saulainu un siltu divistabu dzīvokli Staļina sē;Dzegužkalns::Dagmāras 4;2;56;3/4;Staļina;72,150  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/cpxfd.html;Klusajā centrā tiek izīrēts penthouse tipa dzīvoklis ar terasi (;centrs::Antonijas 17A;3;86;6/6;Jaun.;2,000  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/ilguciems/hhjfm.html;Izīrē mājīgu un saulainu divistabu dzīvokli Iļģuciemā. Dzīvoklis;Iļģuciems::Vaidelotes 21;2;42;5/5;Hrušč.;350  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/maskavas-priekshpilseta/bhdkl.html;Pārdod gaišu vienistabas dzīvokli renovētā dzīvojamā mājā uz klu;Maskavas priekšpilsēta::Viļānu 16;1;20;5/5;Renov.;42,100  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/ajmci.html;Pārdodam siltu un mājīgu 1-istabas dzīvokli labā stāvokli, renov;centrs::Klusā 20;1;35;5/9;Jaun.;35,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/amglx.html;Uz ilgu termiņu kārtīgiem cilvēkiem tiek izīrēts 2 istabu dzīvok;Ķengarags::Maltas 22;2;47;4/5;LT proj.;270  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/gkmxc.html;Сдаётся светлая и чистая квартира квартира с хорошим ремонтом на;Pļavnieki::Tīnūžu 10;3;63;6/9;602.;400  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/centre/adhlg.html;Klusajā centrā tiek izīrēts penthouse tipa dzīvoklis ar terasi (;centrs::Antonijas 17A;3;86;6/6;Jaun.;2,200  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/centre/bcici.html;Klusajā centrā tiek izīrēts 2-istabu dzīvoklis ar izsmalcinātu i;centrs::Antonijas 17A;2;53;6/6;Jaun.;1,000  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/centre/agoco.html;Klusajā centrā tiek izīrēts 2-istabu dzīvoklis ar gaumīgu, izsma;centrs::Antonijas 17A;2;68;5/6;Jaun.;1,400  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/yugla/ejxpp.html;Pārdod pilnībā aprīkots dzīvoklis ar mēbelēm un tehniku, klusā, ;Jugla::Veldres 32;1;30;12/12;Specpr.;42,900  €
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/dkfig.html;Хозяин сдаёт уютную квартиру в тихом месте с хорошо развитой инф;Pļavnieki::Salnas 34;1;35;2/9;602.;320  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/centre/dxnpm.html;Tiek izīrēts brīnišķīgs dzīvoklis, ideāli piemērots ģimenei ar b;centrs::Matīsa 121;3;45;1/2;P. kara;450  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/ilguciems/aclpp.html;Продаю 1 комнатную квартиру в тихом и зеленом месте, парковка во;Iļģuciems::V. Buļļu 14;1;43;2/9;M. ģim.;50,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/yugla/ongec.html;Gaišs un silts 2 istabu dzīvoklis, 45 m2, 1/5 st. , plašs skats ;Jugla::Kvēles 27;2;45;1/5;LT proj.;47,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/alkim.html;Bez starpniekiem tiek izīrēts 3 istabu dzīvoklis Rīgas centrā pi;centrs::Čaka 99;3;70;1/4;P. kara;400  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/centre/gxfkm.html;Сдаю квартиру в посольском районе. Продуманная планировка, идеал;centrs::Ausekļa 5;4;169;5/7;Renov.;1,690  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/bllfnx.html;"Куплю квартиру - в течение 1 дня -

Просто. Быстро. Безопасно ";Ķengarags::;Citi;1;1/1;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/ziepniekkalns/adfmf.html;Сдаю квартиру в хорошем и удобном по расположению районе. Кварти;Ziepniekkalns::Valdeķu 5;2;43;1/4;Hrušč.;350  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/agenskalns/bmxlen.html;"Mēs nopirksim Jūsu dzīvokli, 

ja Jums nav laika mēnešiem ilgi";Āgenskalns::;-;3;33/3;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/afhnf.html;Продаем квартиру в Пурвциемсе, на благоустроенной территории с р;Purvciems::Dzelzavas 29;1;31;5/5;LT proj.;42,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/shampeteris-pleskodale/bpdeo.html;Svaigi remontēts, pilnībā mēbelēts dzīvoklis. Viena istaba caurt;Šampēteris-Pleskodāle::Stendes 1/6;2;42;4/4;Hrušč.;380  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/shampeteris-pleskodale/bimjm.html;"Nopirksim 1 - dienas laikā ->

 - 1, - 1. 5, - 2, - 3, - 4 ";Šampēteris-Pleskodāle::;-;8;88/8;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/bxmfo.html;Īpašnieks izīrē vienistabas siltu, saulainu dzīvokli ar balkonu ;Ķengarags::Glūdas 8;1;35;5/5;LT proj.;230  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/chiekurkalns/gjljx.html;Īpašnieks pārdod skaistu, gaišu, pilnīgi mēbelētu divistabu dzīv;Čiekurkalns::Rusova 9;2;52;5/7;Jaun.;121,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/bbkil.html;Аренда на короткий срок. Посуточная аренда новой 2-х комнатной к;Pļavnieki::Dzeņu 1;2;50;5/9;602.;40  €/dienā
https://ss.lv/msg/lv/real-estate/flats/riga/teika/ghfji.html;Продам уютную двух комнатную квартиру студийного типа . Требуетс;Teika::Ropažu 91;2;23;2/2;P. kara;20,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/yugla/hklfm.html;Ilgtermiņā izīrē caurstaigajamu divistabu dzīvokli. Dzīvoklis na;Jugla::s 47;2;44;2/5;Hrušč.;250  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/teika/dlpge.html;"Izīrē 3-istabu dzīvokli jaunajā projektā ""Jaunā Teika"". Dzīvokli";Teika::Ropažu 14/1;3;67;1/10;Jaun.;750  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/eoxxi.html;Продаем квартиру в Пурвциемсе, на благоустроенной территории с р;Purvciems::Žagatu 20a;2;49;3/9;602.;67,200  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/bofdh.html;"Lv, Ru, En

Pārdodam divistabu dzīvokli (50.kv. m) pēdējā 6.st";centrs::Ieroču 10;2;50;6/6;P. kara;70,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/ajknp.html;Сдается на короткие сроки/не менее 3 суток/ квартира со всеми уд;Imanta::Zentenes 18;2;49;9/9;602.;35  €/dienā
https://ss.lv/msg/lv/real-estate/flats/riga/centre/adccn.html;Īpašnieks pārdod ļoti pārdomāti izveidotu dzīvokli, kas atgādina;centrs::Matīsa 121;3;45;1/2;P. kara;90,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/gifgl.html;Сдается 1комнатная квартира на долгий срок (минимум 1 год) для о;Ķengarags::Aviācijas 1;1;28;2/5;LT proj.;200  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/vecmilgravis/bxmkfx.html;Īpašniece pārdod dzīvokli ar pieguļošo zemi 4 dzīvokļu Vecmilgrā;Vecmīlgrāvis::Gāles 5;4;80;1/2;P. kara;45,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/cnged.html;На срок не менее 1 года, работающим, ответственным людям сдадим ;Pļavnieki::Keldiša 13;2;50;4/9;602.;330  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/ziepniekkalns/dpcne.html;2, 5 istabu dzīvoklis ar 2 izolētam istabām + pusistaba (kabinet;Ziepniekkalns::Valdeķu 15;2;54;5/5;Specpr.;55,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/jaunciems/gckhj.html;Ezers-200m, no logiem skats uz ezeru. Tikai pēc kapitāla remonta;Jaunciems::Jaunciema g. 163;1;30;2/2;P. kara;19,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/ziepniekkalns/abkbg.html;Nav stūra, zeme īpašuma, 2. lodžijas, halle-10m, izolētas istaba;Ziepniekkalns::Ozolciema 18;2;58;7/9;119.;55,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/afpij.html;Īpašnieks pārdod 3 istabu dzīvokli ar ļoti ērtu plānojumu. Dzīvo;Imanta::Anniņmuižas 56;3;63;2/9;602.;75,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/djohx.html;"3-istabu dzīvoklis jaunajā projektā Miera Park House. 

- kopē";centrs::Miera 57a;3;127;1/5;Jaun.;284,900  €
https://ss.lv/msg/lv/real-estate/flats/riga/teika/agnmd.html;Продается уютная, солнечная 2-х комнатная квартира в красивом, т;Teika::Raunas 45K-1;2;43;4/4;Hrušč.;55,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/kipsala/jbpnc.html;"Jugendstila dzīvoklis. 
Mājas pilna vēsturiskā renovācija 2017 ";Ķīpsala::Ogļu 32;3;87;1/4;Renov.;250,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/mezhciems/ahnic.html;Хозяин продаёт квартиру. Светлая, не угловая. Хорошая инфраструк;Mežciems::Gaiļezera 4;2;50;6/9;602.;57,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/darzciems/bfdie.html;Plašs 3 istabu dzīvoklis vienā no pieprasītākajām lokācijām Rīgā;Dārzciems::Kupravas 41;3;65;5/5;103.;72,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/agenskalns/gkxdk.html;Pilnībā mēbelēts divu guļamistabu dzīvoklis ar garantētu auto st;Āgenskalns::Ventspils 6;3;66;2/5;Jaun.;700  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/centre/bobel.html;"Tiek izīrēts 2-istabu dzīvoklis Rīgas klusajā centrā. 
Pirmais ";centrs::Pumpura 6;2;63;1/5;P. kara;550  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/agenskalns/affnf.html;"Pārdodam 3 istabu dzīvokli projektā ""Kalnciema kvartāla rezidenc";Āgenskalns::Valentīna 16 k-2;3;44;1/4;Jaun.;100,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/teika/aimmp.html;Izīrē gaišu un mājīgu 2-istabu dzīvokli Teikā, Brīvības gatvē 22;Teika::Brīvības 227;2;50;4/5;103.;320  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/ziepniekkalns/cjmic.html;Pārdod, Dzīvoklis, Rīga, Ziepniekkalns, Ozolciema iela, 36000 €.;Ziepniekkalns::Ozolciema 30;1;39;6/9;M. ģim.;36,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/agenskalns/aghin.html;Meklēju dzīvokli Rīgā vai Pierīgā. Par cenu vienosimies. Var būt;Āgenskalns::;Citi;-;-;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/dkilh.html;Nav stūra, izolētās istabas, lodžija, dzelzs durvis, nomainīti l;Imanta::Kurzemes pr. 2;2;48;2/5;LT proj.;63,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/shampeteris-pleskodale/bddmbh.html;Meklēju dzīvokli Rīgā vai Pierīgā. Par cenu vienosimies. Var būt;Šampēteris-Pleskodāle::;Citi;-;-;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/ziepniekkalns/aobgl.html;Pārdošanā 3 istabu dzīvoklis Ziepniekkalnā. Parastā, apmierinošā;Ziepniekkalns::Ozolciema 18;3;74;1/5;119.;69,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/zasulauks/ahkkn.html;Сдам в аренду полностью меблированную однокомнатную квартиру в п;Zasulauks::Valentīna 16;1;36;2/3;Specpr.;450  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/djlgk.html;No 1.jūnija īrei pieejams 2 istabu dzīvoklis Purvciemā, Vaidavas;Purvciems::Vaidavas 7;2;37;3/5;LT proj.;350  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/centre/egfjn.html;Dzīvoklis bez mēbelēm klusā mājā ar apzaļumotu pagalmu, kur pasē;centrs::Elku 5;2;53;1/3;Priv. m.;320  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/blpoj.html;Izīrē mēbelētu 2istabu dzīvokli ar visām ērtībām. Plānojums pare;Purvciems::Nīcgales 4;2;50;4/9;602.;300  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/centre/cognk.html;"Pārdošanā 2 istabu dzīvoklis renovētā ēkā pašā Rīgas Centrā. 
";centrs::Blaumaņa 9;2;45;6/6;Renov.;87,750  €
https://ss.lv/msg/lv/real-estate/flats/riga/ziepniekkalns/fkdpn.html;Izīrē kapitāli remontētu vienistabas dzīvokli ar visām ērtībām. ;Ziepniekkalns::Ozolciema 30;1;40;7/9;M. ģim.;330  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/centre/adign.html;Pārdod Augstas kvalitātes Jūgendstila dizaina dzīvokli, tikko pē;centrs::Pulkv. Brieža 13;3;90;3/5;P. kara;250,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/bbdcl.html;Kapitāli atjaunots 6-istabu dzīvoklis Rīgas centrā. Apvienoti 2 ;centrs::Bruņinieku 45;6;198;2/6;P. kara;459,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/ejxob.html;Pārdod, 3 istabu dzīvoklis Pļavniekos. Parastā, labā stāvoklī, g;Pļavnieki::Grestes 2;3;63;8/9;602.;58,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/cmpkb.html;Piedāvājam īrei plašu dzīvokli ar klasisku interjera dizainu, ka;centrs::Skārņu 9;2;75;2/5;Specpr.;750  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/vecmilgravis/cpcbg.html;Izīrē divistabu dzīvokli Vecmīlgrāvja ielā ar visām ērtībām 2.st;Vecmīlgrāvis::Vecmīlgrāvja 6;2;50;2/5;Specpr.;220  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/yugla/ggokl.html;Продаётся 2-уровневая квартира, 10 и 11 этаж. Южная сторона дома;Jugla::Ciemupes 1;5;217;10/10;Jaun.;340,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/dzeguzhkalns/fldgx.html;2 istabu (abas izolētas) dzīvoklis Dzirciemā pie Nordeķu parka. ;Dzegužkalns::Dzirciema 71;2;50;9/9;602.;44,900  €
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/cleki.html;Продается уютная 2-х комнатная квартира. Литовский проект с лодж;Imanta::Dubultu 4;2;49;3/5;LT proj.;60,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/dbmhn.html;Срочно куплю квартиру;Ķengarags::;2;-;-;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/dzeguzhkalns/bolhc.html;Pārdodas dzīvoklis. Jūrmalas gatve 9.Ļoti laba atrašanās vieta. ;Dzegužkalns::Jūrmalas g. 9;3;66;5/5;LT proj.;58,000  €
