link;description;street;rooms;m2;floor;house_type;price
https://ss.lv/msg/lv/real-estate/flats/riga/shampeteris-pleskodale/ahkci.html;Pēdējie trīs dzīvokļi unikālā dzīvokļu projekts izvietotā slēgtā;Šampēteris-Pleskodāle::Zasulauka 28;3;57;2/2;Jaun.;121,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/beddkg.html;Piedāvājam iegādāties labiekārtotu divistabu dzīvokli ar izcilu ;centrs::Barona 14;2;40;3/5;Renov.;140,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/bcldxp.html;"Dzīvoklis ar terasi (9 m2) un savu dārziņu (35 m2). 
Tiek pārdo";centrs::Dzirnavu 6A;3;120;1/5;Renov.;268,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/bolderaya/dgbgl.html;Сразу куплю Вашу квартиру или дом в Риге или Рижском районе. Мож;Bolderāja::;Citi;-;-;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/teika/cmobn.html;Продается светлая, тёплая, солнечная 2-х комнатная квартира по в;Teika::Ropažu 23;2;50;1/3;Specpr.;65,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/shampeteris-pleskodale/cebmx.html;Plašs, gaumīgi iekārtots 4-istabu dzīvoklis ar kamīnu, akvāriju ;Šampēteris-Pleskodāle::Irlavas 20;4;152;4/5;Specpr.;204,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/fecdd.html;"Pārdod remontētu 4 istabu dzīvokli Ieriku ielā 58.
Apskatīt ir ";Purvciems::Ieriķu 58;4;73;7/9;Specpr.;94,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/vecmilgravis/gfdpo.html;Сразу куплю Вашу квартиру или дом в Риге или Рижском районе. Мож;Vecmīlgrāvis::;Citi;-;-;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/afnhc.html;Сразу куплю Вашу квартиру или дом в Риге или Рижском районе. Мож;Ķengarags::;Citi;-;-;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/bimji.html;Продается 3-х комнатная (не угловая) квартира c балконом, вместе;Purvciems::Dzelzavas 31;3;61;2/5;LT proj.;74,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/engbi.html;Mājīgs, laba plānojuma, daļēji mēbelēts 3-istabu dzīvoklis tuvaj;Purvciems::Deglava 104;3;75;1/10;119.;79,990  €
https://ss.lv/msg/lv/real-estate/flats/riga/ilguciems/cbged.html;Kičīgs divlīmeņu dzīvoklis ar atsevišķu ieeju klusā vietā Iļģuci;Iļģuciems::Grīvas 25;1;40;1/4;Hrušč.;47,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/acemg.html;Kluss, saulains dzīvoklis ar izolētām istabām un 2 automašīnas v;centrs::Sporta 1;4;126;3/6;Specpr.;295,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/gdjff.html;"Дом сдан в эксплуатацию. 
“Katrīnas pagalms”
Новый проект сост";centrs::Katrīnas d. 6;2;46;3/3;Renov.;100,959  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/gpnbe.html;Attīstītājs piedāvā Jaunu projektu tirgū Katrīnas dambja un Pien;centrs::Piena 4;1;22;1/4;Renov.;40,470  €
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/ahggc.html;Владелец продает 2х комнатную квартиру без ремонта , без отягоще;Purvciems::Dzelzavas 99;2;38;4/5;LT proj.;45,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/ciehp.html;"Pārdod četristabu dzīvokli Rīgā, Dzirnavu ielā 132.
Dzīvoklis a";centrs::Dzirnavu 132;4;88;2/6;P. kara;125,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/mangali/gcfdl.html;"Pārdodam siltu un saulainu dzīvokli pie Mežaparka. 
Dzīvoklis l";Mangaļi::Mores 5;2;42;4/5;LT proj.;43,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/agenskalns/fmbpc.html;Attīstītājs pārdod divistabu dzīvokli 3.stāvā Nr. 11 ar skatu uz;Āgenskalns::Raņķa d. 31;2;42;3/4;Renov.;78,679  €
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/aghho.html;Piedavaju mainit 1istabas dzivokli Ozolnieku centra , pret 2ista;Ķengarags::Ikšķiles;1;45;2/4;103.;7,770  €maiņai
https://ss.lv/msg/lv/real-estate/flats/riga/vecmilgravis/ecegf.html;Тёплая, чистая, уютная квартира. Хорошие соседи. Земля и в собст;Vecmīlgrāvis::Ledus 2;1;35;1/9;602.;33,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/sarkandaugava/aibnj.html;Tiek pārdots gaišs un saulainais trīsistabu dzīvoklis blakus Mež;Sarkandaugava::Viestura pr. 53;3;66;7/10;Specpr.;65,700  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/belfi.html;Skaists, saulains, plašs, ar perfektu plānojumu dzīvoklis pašā p;centrs::Sporta 1;4;126;3/6;Specpr.;295,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/vecmilgravis/mebii.html;Silts, tīrs un mājīgs dzīvoklis. Nav stūra dzīvoklis, saule ir p;Vecmīlgrāvis::Kalngales 8;1;37;5/9;602.;33,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/ilguciems/dmkop.html;Īpašniece pārdod 3 izolētu istabu dzīvokli. Kopējā dzīvokļa plat;Iļģuciems::Baltā 24;3;68;1/5;LT proj.;60,520  €
https://ss.lv/msg/lv/real-estate/flats/riga/dzeguzhkalns/cibhd.html;"Уже свободна, Две изолированные комнаты одна проходная. 
320 ев";Dzegužkalns::Tapešu 46;3;61;3/5;LT proj.;320  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/doixl.html;Pārdodu tikko remontētu 2- istabu dzīvokli ar visām ērtībām, izo;Ķengarags::Prūšu 23b;2;47;5/5;Hrušč.;55,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/ilguciems/dbdix.html;Gaišs un plašs dzīvoklis ar brīnišķīgu skatu pa logu no piektā s;Iļģuciems::Dzirciema 21;1;34;5/12;Čehu pr.;45,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/djdkh.html;"Продаём 2-комнатную квартиру, р-н Стирну и Пурвциема. 
Площадь ";Purvciems::Purvciema 57;2;40;3/9;M. ģim.;40,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/bolderaya/agpbg.html;1991.gadā uzcelta māja. Zeme īpašumā. Lieliskā lokācija pašā Bol;Bolderāja::Gobas 16;2;34;5/5;103.;30,950  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/acpdn.html;Iznomājam biroju pašā Vecrīgas sirdī - Jauniela 19. No vienas pu;centrs::Jauniela 19;3;56;2/3;P. kara;500  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/darzciems/eoige.html;Pārdod 2 istabas dzīvokli ar lodžiju - Nīcgales ielā 46/k-1, Dar;Dārzciems::Nīcgales 46;2;55;5/6;103.;79,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/gckdg.html;Pilnībā vēsturiski restaurēts, modernai dzīvošanai pielāgots, pl;centrs::Tērbatas 59;4;133;3/7;Renov.;333,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/vecriga/bgcke.html;Izīrē gaišu, plašu dizaina studiju Vecrīgā jaunā mājā. Remonts i;Vecrīga::Kungu 25;2;43;2/6;Jaun.;650  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/jaunciems/kpbhc.html;Steidzami pārdod siltu divistabu dzīvokli ar centrālo apkuri. Pā;Jaunciems::Jaunciema g. 79;2;38;3/3;M. ģim.;27,900  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/alidp.html;Mājas saimnieks, bez starpniekiem, izīrē 76 m2 trīsistabu dzīvok;centrs::Lāčplēša 16;3;76;3/6;P. kara;300  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/yugla/aeioj.html;"Pārdod atbrīvotu divu istabu dzīvokli, zaļā Juglas rajonā. 

D";Jugla::s 29;2;48;3/5;Hrušč.;43,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/blelpb.html;"Steidzami nopirksim Dzīvokli -

Lēmuma pieņemšana par dzīvokļa";Ķengarags::;Citi;-;-;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/bolderaya/ainjk.html;Не угловая, просторные изолированные комнаты, выходящие на обе с;Bolderāja::Lemešu 15;2;48;1/5;LT proj.;39,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/idexm.html;Meklēju dzīvokli Rīgā vai Pierīgā. Par cenu vienosimies. Var būt;Ķengarags::;Citi;-;-;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/akbmm.html;Снимем 2х, комнатную квартиру. Гарантируем оплату платежей во вр;Purvciems::;2;-;-;-;vēlosīret 
https://ss.lv/msg/lv/real-estate/flats/riga/agenskalns/aebbe.html;Vēlamies īrēt dzīvokli Rīgā, jebkādā stāvoklī. Izskatīsim visus ;Āgenskalns::;2;-;-;-;vēlosīret 
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/afopf.html;Vēlamies īrēt dzīvokli Rīgā, jebkādā stāvoklī. Izskatīsim visus ;Imanta::;3;-;-;-;vēlosīret 
https://ss.lv/msg/lv/real-estate/flats/riga/dzeguzhkalns/elhfm.html;Piedāvāju 2-istabu dzīvokli (49, 8 kvm) klusā iekšpagalmā pretī ;Dzegužkalns::Morica 20B;2;50;2/5;LT proj.;53,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/vecmilgravis/ajbgx.html;Tiek izīrēts bez komisijas maksas plašs un saulains Trīs istabu ;Vecmīlgrāvis::Skuju 29;3;57;4/4;Staļina;470  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/shampeteris-pleskodale/bhgfj.html;"Dzīvošanai gatavs dzīvoklis renovētā mājā. 
Dzīvokļa 30m2 platī";Šampēteris-Pleskodāle::Kalnciema 130;2;30;3/3;Renov.;51,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/shampeteris-pleskodale/afcid.html;"Izīrē dzīvokli. Viss iekļauts. 
Iespējamā Kopējā īres cena 500+";Šampēteris-Pleskodāle::Kalnciema 130;2;30;3/3;Renov.;500  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/fonid.html;Хозяин продает теплую, солнечную 3-х комн. квартиру с мебелью. О;Imanta::Kurzemes pr. 106;3;64;9/9;602.;71,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/yugla/ehdki.html;Pārdod gaišu , mājīgu vienistabas dzīvokli ar labu remontu. Dzīv;Jugla::Brīvības 371;1;32;2/5;Hrušč.;40,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/ixklf.html;Если сроки для продажи квартиры критически малы и деньги нужны с;Imanta::;Citi;11;11/10;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/bnhen.html;"Куплю Вашу квартиру в течение 1 дня - 

Просто. Быстро. Безопа";Pļavnieki::;-;123;10/1;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/ajkhe.html;"Быстрый выкуп - 1 - 1.5 - 2 - 3 - 4 - комн. квартир -

+Принят";Ķengarags::;Citi;20;20/20;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/vecmilgravis/bmbxxo.html;Мы покупаем В течение 1 дня - 1 - 1.5 - 2 - 3 - 4 - комн. кварти;Vecmīlgrāvis::;-;1;1/1;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/vecmilgravis/blpnim.html;"Купим сразу. Деньги Сегодня. 

-Принятие решения о выкупе квар";Vecmīlgrāvis::;Citi;-;-;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/aiboo.html;Īpašnieks pārdod divistabu. Pvc logi. Lamināts. Iebūvēts skapis.;Pļavnieki::Salnas 3;2;54;8/9;602.;59,700  €
https://ss.lv/msg/lv/real-estate/flats/riga/teika/eholm.html;Saimnieks renovētā mājā pārdod dzīvokli. Dzīvoklis atrodas pirmā;Teika::Aizkraukles 12A;3;87;1/4;Renov.;170,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/ziepniekkalns/bogim.html;Pārdošanā plašs divistabu dzīvoklis ar lodžiju un zemi īpašumā. ;Ziepniekkalns::Ozolciema 32 K-1;2;51;5/9;602.;58,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/dlnoo.html;Продаю освобожденную неугловую квартиру, в хорошем состоянии. Ст;Ķengarags::Salaspils 18/2;1;31;5/5;LT proj.;37,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/fjbfh.html;Продается однокомнатная квартира в современном жилом комплексе. ;centrs::Klijānu 16;1;28;1/9;Jaun.;55,948  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/acdhj.html;Продается двухкомнатная квартира в современном жилом комплексе. ;centrs::Klijānu 16;2;31;4/9;Jaun.;78,030  €
https://ss.lv/msg/lv/real-estate/flats/riga/yugla/gfkni.html;Продается уже освобожденная квартира в замечательной зелёной час;Jugla::Mārkalnes 9;1;43;2/5;M. ģim.;36,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/teika/dlxxm.html;Pārdod gaišu un plašu dzīvokli Teikā ar lielisku skatu pār pilsē;Teika::Caunes 10;3;80;7/7;Specpr.;125,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/vecmilgravis/ggimd.html;Pārdodam gaumīgi izremontēto 2 istabu dzīvokli. Kopā ar iebūvēta;Vecmīlgrāvis::Vecmīlgrāvja 1. l. 57;2;50;2/5;LT proj.;57,800  €
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/ahilj.html;"Piedāvājam siltu un gaišu vienistabas dzīvokli labā stāvokli. 
";Pļavnieki::Salnas 24;1;42;3/5;M. ģim.;40,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/ziepniekkalns/dmkgl.html;Dzīvoklī nepieciešams remonts. Mēs saorientēsim Jūs ar topošajām;Ziepniekkalns::Vaiņodes 22/2;2;47;5/5;LT proj.;43,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/dihfk.html;Тёплая и светлая двухкомнатная квартира с двумя изолированными к;centrs::Vesetas 34;2;48;8/12;Čehu pr.;103,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/bolderaya/foxeg.html;Срочно выкупим любую квартиру или 1/3-5/6 долю от квартиры - в Р;Bolderāja::;Citi;-;-;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/centre/fpmio.html;Pilnībā renovēta ēka, kurā ir saglabāti vēsturiski elementi kāpņ;centrs::Matīsa 63;2;34;4/7;Renov.;87,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/zolitude/aflhl.html;Часть дома с землей. Отличное состояние. Без коммунальных платеж;Zolitūde::Vecaines 1;2;41;1/2;Priv. m.;61,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/hnllg.html;Saulains un ļoti smuks dzīvoklis tieši pie Akropoles. Istaba nav;Ķengarags::Salaspils 6;1;34;4/5;LT proj.;43,200  €
https://ss.lv/msg/lv/real-estate/flats/riga/dzeguzhkalns/blgxe.html;Steidzami pārdod plašu studio dzīvokli, ļoti saulains un silts. ;Dzegužkalns::Ūdens 12;1;40;4/5;Jaun.;69,900  €
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/dcfhf.html;Сразу купим вашу квартиру или 1/3-5/6 долю от квартиры - в Риге,;Pļavnieki::;Citi;-;-;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/deocc.html;Сразу купим вашу квартиру или 1/3-5/6 долю от квартиры - в Риге,;Imanta::;Citi;-;-;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/vecmilgravis/agmlp.html;Сразу купим вашу квартиру или 1/3-5/6 долю от квартиры - в Риге,;Vecmīlgrāvis::;Citi;-;-;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/shampeteris-pleskodale/hxjmj.html;Tiek izīrēts vienistabu mazgabarīta dzīvoklis (12 m2). Virtuve-p;Šampēteris-Pleskodāle::Stendes 7k3;1;12;3/3;M. ģim.;200  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/zolitude/ccxhl.html;3 комн. квартира в 119 серии, возле дома просторный озеленённый ;Zolitūde::Ruses 11;3;78;4/9;119.;75,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/eknfx.html;Сразу купим вашу квартиру или 1/3-5/6 долю от квартиры - в Риге,;Ķengarags::;Citi;-;-;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/centre/aclkl.html;Tiek izīrēts gaišs studio tipa dzīvoklis (23 m2) dzīvoklis netāl;centrs::Lienes 13;1;23;2/2;P. kara;260  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/vecmilgravis/njfmf.html;Meklēju dzīvokli Rīgā vai Pierīgā. Par cenu vienosimies. Var būt;Vecmīlgrāvis::;Citi;-;-;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/centre/gixhm.html;Piedāvājam iegādāties jaunu divistabu dzīvokli Kr. Barona ielā, ;centrs::Barona 6;2;35;5/6;Renov.;143,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/gjbbg.html;Piedāvājam iegādāties trīs istabu dzīvokli klusajā centrā, Eliza;centrs::Elizabetes 9;3;70;5/5;P. kara;179,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/hfxel.html;Если сроки для продажи квартиры критически малы и деньги нужны с;Ķengarags::;1;-;5/12;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/fbpxc.html;Mainām labi uzturētu, privatizētu trīsistabu dzīvokli pret trīsi;Purvciems::Vaidavas;3;60;5/5;-;maiņai
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/eemfg.html;Dzīvoklis ar nepabeigtu remontu. Ir iegādāti lielākā daļa no būv;Pļavnieki::Tīnūžu 10;3;63;1/9;602.;63,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/dglpo.html;Продаётся 1 комнатная квартира с капитальным ремонтом ( трубы, с;centrs::Riepnieku 4;1;36;5/5;Staļina;118,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/djpld.html;Pārdod trīsistabu dzīvokli ar divām izolētām istabām, mājā, kas ;Imanta::Dubultu 7;3;67;4/5;LT proj.;55,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/flffb.html;Сразу куплю Вашу квартиру или дом в Риге или Рижском районе. Мож;Ķengarags::;Citi;-;-;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/ziepniekkalns/ajkkc.html;Izīrē 2-istabu dzīvokli Ziepniekkalnā jaunā majā, blakus Vienība;Ziepniekkalns::Bikstu 6;2;59;3/5;Jaun.;450  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/cknng.html;Владелец продаёт меблированную квартиру, Рига, Иманта, Anninmuiz;Imanta::Anniņmuižas 38k4;2;67;6/18;Jaun.;121,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/dnkmk.html;"Zeme īpašumā. 

Kooperatīvs ""Staburags"". 

Četri gadi atpaka";Ķengarags::Aviācijas 9;2;50;5/5;LT proj.;58,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/gxkki.html;Meklē dzīvokli, kas ir saglabājis savu autentiskumu un nav saboj;centrs::Brīvības 66;2;47;5/6;P. kara;100,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/bdkmi.html;"Piedāvājumā plašs 2-istabu dzīvoklis Rīgas centrā
+ Laba atraša";centrs::Čaka 68;2;56;4/6;P. kara;75,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/djkxo.html;Pārdošanā lielisks dzīvoklis ar pazemes autostāvvietu projektā „;centrs::Hospitāļu 23;3;122;4/7;Specpr.;299,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/fdefn.html;Pārdošanā dzīvoklis unikālā projektā Lofts&rosegold Rīgas Klusaj;centrs::Strēlnieku 8;3;108;2/7;Jaun.;303,485  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/dbpid.html;Pārdošanā dzīvoklis unikālā projektā Lofts&rosegold Rīgas Klusaj;centrs::Strēlnieku 8;4;136;6/7;Jaun.;444,729  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/fdgcd.html;Pārdošanā dzīvoklis unikālā projektā Lofts&rosegold Rīgas Klusaj;centrs::Strēlnieku 8;3;107;2/7;Jaun.;351,620  €
https://ss.lv/msg/lv/real-estate/flats/riga/agenskalns/ciphe.html;Dzīvoklis ar 4m augstiem griestiem. Attīstītājs piedāvā iegādāti;Āgenskalns::Amālijas 5A;3;62;3/3;Renov.;160,940  €
https://ss.lv/msg/lv/real-estate/flats/riga/teika/gomib.html;"Dzīvoklis ar savu atsevišķu izeju uz zaļo terasi (38.4 m2). 
Ja";Teika::Burtnieku 1;3;54;1/5;Renov.;87,900  €
https://ss.lv/msg/lv/real-estate/flats/riga/teika/leodx.html;"Владелец продает квартиру в новом проекте - Burtnieku Nams. 
Зд";Teika::Burtnieku 1;2;45;2/5;Renov.;65,400  €
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/ideii.html;"Куплю Вашу квартиру в течение 1 дня - 

Можно заложеную или с ";Purvciems::;1;1;1/1;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/ekgmx.html;Квартира полностью освобождена и убрана. Так же на ваше усмотрен;Pļavnieki::Pavasara g. 6;3;63;9/9;602.;69,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/maskavas-priekshpilseta/aemox.html;"Īpašnieks pārdod jauku dzīvokli tuvajā centrā
Virtuve apvienota";Maskavas priekšpilsēta::Katoļu 9;1;27;2/6;Renov.;46,580  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/gphpi.html;"Застройщик предлагает двухуровневую 3-х комнатную
квартиру в по";centrs::Birznieka-Upīša 10A;3;108;5/6;Renov.;253,310  €
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/bmpec.html;Pārdod dzīvokli teicamā stāvoklī kārtīgi apsaimniekotā īpašumā. ;Imanta::Slokas 136;4;75;6/9;602.;90,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/jaunciems/bbohh.html;Ezers-200m, no logiem skats uz ezeru. Tikai pēc kapitāla remonta;Jaunciems::Jaunciema g. 163;2;30;2/2;P. kara;20,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/maskavas-priekshpilseta/bjeko.html;Pārdošanā lielisks divu istabu dzīvoklis, kas neprasa nekādus pa;Maskavas priekšpilsēta::Kalupes 14;2;47;2/3;P. kara;60,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/bhxkd.html;Vēsturiskas ēkas 2.stāva renovācijas projekts Rīgas centrālā lok;centrs::Barona 55;2;47;2/5;Renov.;103,840  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/dcjpg.html;"3х-комнатная свежая квартира Lofts&rosegold. 

Фото полностью ";centrs::Strēlnieku 8;3;107;2/7;Jaun.;351,620  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/acxfh.html;"4х комнатная квартира Lofts&rosegold. 

Квартиры предлагаются ";centrs::Strēlnieku 8;4;136;4/7;Jaun.;415,300  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/fdjog.html;3х комнатная большая квартира с панорамным видом - Lofts&rosegol;centrs::Strēlnieku 8;3;100;4/7;Jaun.;305,745  €
https://ss.lv/msg/lv/real-estate/flats/riga/ilguciems/enigm.html;Продаётся 2-х комнатная квартира, тёплая, солнечная, не угловая.;Iļģuciems::Lidoņu 17;2;49;3/5;LT proj.;44,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/ziepniekkalns/dommj.html;Elegants dzīvoklis, pilnībā izremontēts ar skaistu, kvalitatīvu ;Ziepniekkalns::Valdeķu 60 k1;3;63;7/9;602.;110,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/bkfnj.html;"Privāta istaba. Ļoti laba lokācija. Attistīta infrastruktūra
Ko";centrs::Čaka 59;1;15;2/5;Specpr.;250  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/centre/cpccm.html;Pārdod plašu dzīvokli pašā Rīgas sirdī ar unikālu balkonu ar ska;centrs::Ģertrūdes 30;4;140;6/6;P. kara;230,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/ahmli.html;"Pārdodu 3 istabu dzīvokli. 
Divas atsevišķas istabas, viena cau";Ķengarags::Maskavas 273/1;3;62;4/5;LT proj.;60,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/feldf.html;"Izīrē mēbelētu 3 istabu dzīvokli centrā, Elizabetes ielā. 
Plān";centrs::Elizabetes 22;3;73;3/5;Renov.;800  €/mēn.
https://ss.lv/msg/lv/real-estate/flats/riga/kengarags/henjm.html;"Pārdod plašu 3 istabu dzīvokli Ķengaragā. 
-Veiksmīgs plānojums";Ķengarags::Lokomotīves 46;3;70;5/5;LT proj.;62,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/exjee.html;Ķieģeļu māja, apkārt sakopta teritorija, pieklājīgi kaimiņi. No ;Purvciems::Ieriķu 58;1;41;2/9;Specpr.;52,800  €
https://ss.lv/msg/lv/real-estate/flats/riga/teika/cofcm.html;Tiek piedāvāts 2 istabu dzīvokli projektā „Jaunā Teika”, Ropažu ;Teika::Ropažu 12;2;65;9/10;Jaun.;133,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/agpln.html;3D tūres links pievienots zemāk - izstaigā dzīvokli, esot mājās.;centrs::Artilērijas 26;2;41;3/4;Renov.;119,500  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/aekid.html;Uzsākam dzīvokļu pārdošanu renovētajā Brīvības 95 namā, kas sast;centrs::Brīvības 95;3;79;4/6;Renov.;153,075  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/agcch.html;3D tūres links pievienots zemāk - izstaigā dzīvokli, esot mājās.;centrs::Artilērijas 26;2;46;1/3;Renov.;111,360  €
https://ss.lv/msg/lv/real-estate/flats/riga/imanta/bcenk.html;Pārdod mājīgu un plašu 3 - istabu dzīvokli lieliskā atrašanās vi;Imanta::Kurzemes pr. 126;3;61;3/9;602.;86,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/bolderaya/effeb.html;Продаётся двухкомнатная квартира, в тихом и красивом месте, возл;Bolderāja::Velkoņu 2;2;47;4/5;103.;40,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/ckche.html;Pērku dzīvokli Centrā, starp Stabu, Barona, Brīvības un Elizabet;centrs::Barona;2;50;2/6;P. kara;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/purvciems/cojkg.html;"Покупаем квартиры, дома и другую недвижимость. 

Рассматриваем";Purvciems::;Citi;-;-;-;pērku 
https://ss.lv/msg/lv/real-estate/flats/riga/centre/ehgex.html;Pārdod ekskluzīvu un elegantu un 5 istabu dzīvokli vēsturiskā ēk;centrs::Brīvības 76;5;250;4/6;Renov.;650,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/centre/djxlo.html;"Investīcijas objekts
Pārdod vienistabas dzīvokli Rīgas centrā r";centrs::Tallinas 90A;1;33;4/5;Renov.;70,000  €
https://ss.lv/msg/lv/real-estate/flats/riga/ziepniekkalns/adxnm.html;Īpašniece pārdod daļēji mēbelētu divu istabu studio tipa dzîvokl;Ziepniekkalns::Valdeķu 62;2;45;5/9;M. ģim.;65,000  €
